id,title,year,minutes,genres,average_rating,num_votes,time,length,known,genre_1,genre_2,genre_3
tt0002130,L'Inferno,1911,71,"Adventure,Drama,Fantasy",7.1,2549,Classic,Short,Normal,Adventure,Drama,Fantasy
tt0002844,Fantômas - À l'ombre de la guillotine,1913,54,"Crime,Drama",7.0,2095,Classic,Short,Normal,Crime,Drama,Unknown
tt0003014,Ingeborg Holm,1913,96,Drama,7.0,1091,Classic,Normal,Unknown,Drama,Unknown,Unknown
tt0003037,Juve contre Fantômas,1913,61,"Crime,Drama",7.0,1443,Classic,Short,Unknown,Crime,Drama,Unknown
tt0003165,Le mort qui tue,1913,90,"Crime,Drama,Mystery",7.0,1126,Classic,Short,Unknown,Crime,Drama,Mystery
tt0003419,Der Student von Prag,1913,85,"Drama,Fantasy,Horror",6.5,1933,Classic,Short,Unknown,Drama,Fantasy,Horror
tt0003643,The Avenging Conscience: or 'Thou Shalt Not Kill',1914,78,"Crime,Drama,Horror",6.4,1207,Classic,Short,Unknown,Crime,Drama,Horror
tt0003740,Cabiria,1914,148,"Adventure,Drama,History",7.1,3333,Classic,Long,Normal,Adventure,Drama,History
tt0003930,Fantômas contre Fantômas,1914,59,"Crime,Drama",6.9,1235,Classic,Short,Unknown,Crime,Drama,Unknown
tt0003952,Le faux magistrat,1914,70,"Crime,Drama",6.9,1005,Classic,Short,Unknown,Crime,Drama,Unknown
tt0004026,Der Golem,1915,60,Horror,6.8,1091,Classic,Short,Unknown,Horror,Unknown,Unknown
tt0004181,Judith of Bethulia,1914,61,Drama,6.1,1299,Classic,Short,Unknown,Drama,Unknown,Unknown
tt0004707,Tillie's Punctured Romance,1914,82,Comedy,6.3,3376,Classic,Short,Normal,Comedy,Unknown,Unknown
tt0004972,The Birth of a Nation,1915,195,"Drama,History,War",6.3,23481,Classic,Long,Known,Drama,History,War
tt0005078,The Cheat,1915,59,"Drama,Romance",6.6,2446,Classic,Short,Normal,Drama,Romance,Unknown
tt0005960,The Regeneration,1915,72,"Biography,Crime,Drama",6.9,1199,Classic,Short,Unknown,Biography,Crime,Drama
tt0006206,Les vampires,1915,421,"Action,Adventure,Crime",7.3,4446,Classic,Long,Normal,Action,Adventure,Crime
tt0006333,"20,000 Leagues Under the Sea",1916,105,"Action,Adventure,Sci-Fi",6.2,1615,Classic,Normal,Unknown,Action,Adventure,Sci-Fi
tt0006864,Intolerance: Love's Struggle Throughout the Ages,1916,163,"Drama,History",7.7,14693,Classic,Long,Known,Drama,History,Unknown
tt0008443,The Poor Little Rich Girl,1917,65,"Comedy,Drama,Family",6.7,1354,Classic,Short,Unknown,Comedy,Drama,Family
tt0008663,Terje Vigen,1917,65,"Drama,War",7.4,1748,Classic,Short,Unknown,Drama,War,Unknown
tt0008879,Berg-Ejvind och hans hustru,1918,136,Drama,7.2,1670,Classic,Long,Unknown,Drama,Unknown,Unknown
tt0009369,Mickey,1918,93,"Comedy,Drama",5.9,1086,Classic,Normal,Unknown,Comedy,Drama,Unknown
tt0009652,Stella Maris,1918,84,Drama,6.7,1397,Classic,Short,Unknown,Drama,Unknown,Unknown
tt0009878,Anders als die Andern,1919,50,"Crime,Drama,History",7.0,1199,Classic,Short,Unknown,Crime,Drama,History
tt0009892,Ravished Armenia,1919,80,"Drama,History,Romance",5.8,1113,Classic,Short,Unknown,Drama,History,Romance
tt0009893,Die Austernprinzessin,1919,60,Comedy,7.2,1755,Classic,Short,Unknown,Comedy,Unknown,Unknown
tt0009937,Blind Husbands,1919,99,"Drama,Romance",7.0,1405,Classic,Normal,Unknown,Drama,Romance,Unknown
tt0009968,Broken Blossoms or The Yellow Man and the Girl,1919,90,"Drama,Romance",7.3,9779,Classic,Short,Normal,Drama,Romance,Unknown
tt0010040,Daddy-Long-Legs,1919,85,"Comedy,Drama",6.5,1351,Classic,Short,Unknown,Comedy,Drama,Unknown
tt0010071,Don't Change Your Husband,1919,71,Comedy,6.6,1166,Classic,Short,Unknown,Comedy,Unknown,Unknown
tt0010247,Herr Arnes pengar,1919,122,"Drama,History",7.2,1292,Classic,Long,Unknown,Drama,History,Unknown
tt0010281,Ich möchte kein Mann sein,1918,45,"Comedy,Romance",6.8,1354,Classic,Short,Unknown,Comedy,Romance,Unknown
tt0010307,J'accuse,1919,166,"Drama,Horror,War",7.7,1533,Classic,Long,Unknown,Drama,Horror,War
tt0010323,Das Cabinet des Dr. Caligari,1920,76,"Fantasy,Horror,Mystery",8.1,59335,Classic,Short,Known,Fantasy,Horror,Mystery
tt0010418,Male and Female,1919,116,"Adventure,Drama",7.0,1787,Classic,Normal,Unknown,Adventure,Drama,Unknown
tt0010600,Die Puppe,1919,66,"Comedy,Fantasy",7.4,1820,Classic,Short,Unknown,Comedy,Fantasy,Unknown
tt0010726,"Die Spinnen, 1. Teil - Der Goldene See",1919,81,"Adventure,Western",6.6,1122,Classic,Short,Unknown,Adventure,Western,Unknown
tt0010806,True Heart Susie,1919,87,"Comedy,Drama,Romance",7.0,1695,Classic,Short,Unknown,Comedy,Drama,Romance
tt0011000,Blade af Satans bog,1920,167,Drama,6.6,1161,Classic,Long,Unknown,Drama,Unknown,Unknown
tt0011130,Dr. Jekyll and Mr. Hyde,1920,69,"Drama,Horror,Sci-Fi",7.0,5077,Classic,Short,Normal,Drama,Horror,Sci-Fi
tt0011237,"Der Golem, wie er in die Welt kam",1920,76,"Fantasy,Horror",7.2,7098,Classic,Short,Normal,Fantasy,Horror,Unknown
tt0011387,The Last of the Mohicans,1920,73,"Action,Adventure,Drama",6.7,1197,Classic,Short,Unknown,Action,Adventure,Drama
tt0011439,The Mark of Zorro,1920,79,"Adventure,Romance,Western",7.1,2337,Classic,Short,Normal,Adventure,Romance,Western
tt0011565,The Penalty,1920,90,"Crime,Drama,Horror",7.4,2168,Classic,Short,Normal,Crime,Drama,Horror
tt0011607,Prästänkan,1920,94,"Comedy,Drama,Horror",7.2,1152,Classic,Normal,Unknown,Comedy,Drama,Horror
tt0011652,The Saphead,1920,77,Comedy,6.1,1499,Classic,Short,Unknown,Comedy,Unknown,Unknown
tt0011841,Way Down East,1920,145,"Drama,Romance",7.4,5198,Classic,Long,Normal,Drama,Romance,Unknown
tt0011865,Why Change Your Wife?,1920,90,"Comedy,Drama",6.7,1379,Classic,Short,Unknown,Comedy,Drama,Unknown
tt0011870,Within Our Gates,1920,79,"Drama,Romance",6.4,2803,Classic,Short,Normal,Drama,Romance,Unknown
tt0011904,The Ace of Hearts,1921,75,"Crime,Drama,Mystery",6.8,1141,Classic,Short,Unknown,Crime,Drama,Mystery
tt0011909,The Affairs of Anatol,1921,117,"Comedy,Drama",6.6,1245,Classic,Normal,Unknown,Comedy,Drama,Unknown
tt0011960,Die Bergkatze,1921,79,"Comedy,Drama,Romance",6.9,1109,Classic,Short,Unknown,Comedy,Drama,Romance
tt0012190,The Four Horsemen of the Apocalypse,1921,150,"Drama,Romance,War",7.2,3175,Classic,Long,Normal,Drama,Romance,War
tt0012349,The Kid,1921,68,"Comedy,Drama,Family",8.3,117958,Classic,Short,Known,Comedy,Drama,Family
tt0012364,Körkarlen,1921,107,"Drama,Fantasy,Horror",8.1,11247,Classic,Normal,Known,Drama,Fantasy,Horror
tt0012494,Der müde Tod,1921,97,"Drama,Fantasy,Horror",7.6,5541,Classic,Normal,Normal,Drama,Fantasy,Horror
tt0012532,Orphans of the Storm,1921,150,"Drama,History,Romance",7.3,4920,Classic,Long,Normal,Drama,History,Romance
tt0012642,A Sailor-Made Man,1921,47,Comedy,6.9,1013,Classic,Short,Unknown,Comedy,Unknown,Unknown
tt0012651,Schloß Vogelöd,1921,75,"Crime,Drama,Horror",6.2,1699,Classic,Short,Unknown,Crime,Drama,Horror
tt0012675,The Sheik,1921,86,"Adventure,Drama,Romance",6.3,3214,Classic,Short,Normal,Adventure,Drama,Romance
tt0012763,Tol'able David,1921,99,Drama,6.9,1795,Classic,Normal,Unknown,Drama,Unknown,Unknown
tt0012938,Beyond the Rocks,1922,80,"Drama,Romance",6.7,2265,Classic,Short,Normal,Drama,Romance,Unknown
tt0012952,Blood and Sand,1922,108,"Drama,Romance,Sport",6.4,1294,Classic,Normal,Unknown,Drama,Romance,Sport
tt0013075,Dr. Jack,1922,60,"Comedy,Romance",7.1,1334,Classic,Short,Unknown,Comedy,Romance,Unknown
tt0013086,"Dr. Mabuse, der Spieler",1922,242,"Crime,Mystery,Thriller",7.9,7809,Classic,Long,Normal,Crime,Mystery,Thriller
tt0013140,Foolish Wives,1922,117,"Drama,Thriller",7.0,3288,Classic,Normal,Normal,Drama,Thriller,Unknown
tt0013201,Grandma's Boy,1922,60,"Comedy,Family",7.0,1715,Classic,Short,Unknown,Comedy,Family,Unknown
tt0013257,Häxan,1922,91,"Documentary,Fantasy,History",7.7,12999,Classic,Normal,Known,Documentary,Fantasy,History
tt0013427,Nanook of the North,1922,78,Documentary,7.6,11377,Classic,Short,Known,Documentary,Unknown,Unknown
tt0013442,"Nosferatu, eine Symphonie des Grauens",1922,94,"Fantasy,Horror",7.9,91102,Classic,Normal,Known,Fantasy,Horror,Unknown
tt0013496,Phantom,1922,125,"Drama,Romance",6.9,1651,Classic,Long,Unknown,Drama,Romance,Unknown
tt0013556,Robin Hood,1922,143,"Adventure,Family,Romance",7.1,2105,Classic,Long,Normal,Adventure,Family,Romance
tt0013933,Coeur fidèle,1923,87,"Drama,Romance",7.5,1155,Classic,Short,Unknown,Drama,Romance,Unknown
tt0014029,The Extra Girl,1923,68,"Comedy,Romance",6.6,1088,Classic,Short,Unknown,Comedy,Romance,Unknown
tt0014109,Gösta Berlings saga,1924,183,"Drama,Romance",7.1,1154,Classic,Long,Unknown,Drama,Romance,Unknown
tt0014142,The Hunchback of Notre Dame,1923,133,"Drama,Horror,Romance",7.2,5040,Classic,Long,Normal,Drama,Horror,Romance
tt0014341,Our Hospitality,1923,65,"Comedy,Romance,Thriller",7.8,10589,Classic,Short,Known,Comedy,Romance,Thriller
tt0014358,The Pilgrim,1923,47,Comedy,7.3,4724,Classic,Short,Normal,Comedy,Unknown,Unknown
tt0014417,La roue,1923,417,Drama,7.5,2050,Classic,Long,Normal,Drama,Unknown,Unknown
tt0014429,Safety Last!,1923,74,"Action,Comedy,Thriller",8.1,19225,Classic,Short,Known,Action,Comedy,Thriller
tt0014532,The Ten Commandments,1923,136,"Biography,Drama,Fantasy",6.8,2098,Classic,Long,Normal,Biography,Drama,Fantasy
tt0014538,Three Ages,1923,63,Comedy,7.1,4204,Classic,Short,Normal,Comedy,Unknown,Unknown
tt0014586,Das Wachsfigurenkabinett,1924,107,"Fantasy,Horror",6.6,1900,Classic,Normal,Unknown,Fantasy,Horror,Unknown
tt0014611,Why Worry?,1923,63,"Adventure,Comedy,Family",7.4,1662,Classic,Short,Unknown,Adventure,Comedy,Family
tt0014624,A Woman of Paris: A Drama of Fate,1923,82,"Drama,Romance",7.0,5114,Classic,Short,Normal,Drama,Romance,Unknown
tt0014646,Aelita,1924,111,"Adventure,Comedy,Drama",6.5,2431,Classic,Normal,Normal,Adventure,Comedy,Drama
tt0014945,Girl Shy,1924,87,"Comedy,Romance",7.7,3228,Classic,Short,Normal,Comedy,Romance,Unknown
tt0014972,HE Who Gets Slapped,1924,95,"Drama,Romance,Thriller",7.8,3478,Classic,Normal,Normal,Drama,Romance,Thriller
tt0015002,Hot Water,1924,53,Comedy,7.1,1303,Classic,Short,Unknown,Comedy,Unknown,Unknown
tt0015016,The Iron Horse,1924,150,"History,Romance,Western",7.2,2059,Classic,Long,Normal,History,Romance,Western
tt0015064,Der letzte Mann,1924,77,Drama,8.1,13180,Classic,Short,Known,Drama,Unknown,Unknown
tt0015116,Manhandled,1924,75,"Comedy,Drama",6.5,1029,Classic,Short,Unknown,Comedy,Drama,Unknown
tt0015119,The Marriage Circle,1924,85,Comedy,7.1,1156,Classic,Short,Unknown,Comedy,Unknown,Unknown
tt0015136,Michael,1924,93,"Drama,Romance",7.1,1677,Classic,Normal,Unknown,Drama,Romance,Unknown
tt0015163,The Navigator,1924,59,"Action,Comedy,Romance",7.7,9403,Classic,Short,Normal,Action,Comedy,Romance
tt0015174,Die Nibelungen: Kriemhilds Rache,1924,129,"Adventure,Drama,Fantasy",7.9,4115,Classic,Long,Normal,Adventure,Drama,Fantasy
tt0015175,Die Nibelungen: Siegfried,1924,143,"Adventure,Drama,Fantasy",8.1,5416,Classic,Long,Normal,Adventure,Drama,Fantasy
tt0015202,Orlacs Hände,1924,92,"Crime,Horror,Mystery",7.0,2662,Classic,Normal,Normal,Crime,Horror,Mystery
tt0015214,Paris qui dort,1925,59,Sci-Fi,7.2,1654,Classic,Short,Unknown,Sci-Fi,Unknown,Unknown
tt0015324,Sherlock Jr.,1924,45,"Action,Comedy,Romance",8.2,44577,Classic,Short,Known,Action,Comedy,Romance
tt0015361,Stachka,1925,82,Drama,7.6,7417,Classic,Short,Normal,Drama,Unknown,Unknown
tt0015400,The Thief of Bagdad,1924,155,"Adventure,Family,Fantasy",7.7,5827,Classic,Long,Normal,Adventure,Family,Fantasy
tt0015532,Die Abenteuer des Prinzen Achmed,1926,80,"Adventure,Animation,Family",7.8,5718,Classic,Short,Normal,Adventure,Animation,Family
tt0015624,The Big Parade,1925,151,"Drama,Romance,War",7.9,6393,Classic,Long,Normal,Drama,Romance,War
tt0015648,Bronenosets Potemkin,1925,75,"Drama,History,Thriller",8.0,54733,Classic,Short,Known,Drama,History,Thriller
tt0015768,Du skal ære din hustru,1925,111,"Comedy,Drama",7.1,1861,Classic,Normal,Unknown,Comedy,Drama,Unknown
tt0015772,The Eagle,1925,73,"Action,Adventure,Comedy",6.6,1863,Classic,Short,Unknown,Action,Adventure,Comedy
tt0015841,The Freshman,1925,77,"Comedy,Family,Romance",7.6,5180,Classic,Short,Normal,Comedy,Family,Romance
tt0015842,Die freudlose Gasse,1925,125,Drama,7.2,1458,Classic,Long,Unknown,Drama,Unknown,Unknown
tt0015863,Go West,1925,69,"Comedy,Western",7.2,4047,Classic,Short,Normal,Comedy,Western,Unknown
tt0015864,The Gold Rush,1925,95,"Adventure,Comedy,Drama",8.2,104627,Classic,Normal,Known,Adventure,Comedy,Drama
tt0015881,Greed,1924,140,"Drama,Thriller,Western",8.1,9367,Classic,Long,Normal,Drama,Thriller,Western
tt0016004,Lady Windermere's Fan,1925,120,Comedy,7.3,1073,Classic,Normal,Unknown,Comedy,Unknown,Unknown
tt0016029,The Little Colonel,1935,81,"Comedy,Family,Musical",7.1,1566,Classic,Short,Unknown,Comedy,Family,Musical
tt0016039,The Lost World,1925,110,"Adventure,Fantasy,Sci-Fi",7.0,4832,Classic,Normal,Normal,Adventure,Fantasy,Sci-Fi
tt0016104,The Merry Widow,1925,137,"Drama,Romance",7.3,2245,Classic,Long,Normal,Drama,Romance,Unknown
tt0016123,The Monster,1925,86,"Comedy,Horror,Mystery",6.2,1009,Classic,Short,Unknown,Comedy,Horror,Mystery
tt0016220,The Phantom of the Opera,1925,93,Horror,7.6,17309,Classic,Normal,Known,Horror,Unknown,Unknown
tt0016230,The Pleasure Garden,1925,75,"Drama,Romance",5.9,2311,Classic,Short,Normal,Drama,Romance,Unknown
tt0016332,Seven Chances,1925,56,"Comedy,Romance",7.9,9638,Classic,Short,Normal,Comedy,Romance,Unknown
tt0016473,The Unholy Three,1925,86,"Crime,Drama,Romance",7.2,1760,Classic,Short,Unknown,Crime,Drama,Romance
tt0016481,Varieté,1925,104,"Crime,Drama,Romance",7.4,1104,Classic,Normal,Unknown,Crime,Drama,Romance
tt0016544,The Wizard of Oz,1925,81,"Adventure,Comedy,Family",5.0,1453,Classic,Short,Unknown,Adventure,Comedy,Family
tt0016627,Bardelys the Magnificent,1926,90,"Drama,Romance",6.9,1123,Classic,Short,Unknown,Drama,Romance,Unknown
tt0016630,Battling Butler,1926,77,"Action,Comedy,Romance",7.1,3118,Classic,Short,Normal,Action,Comedy,Romance
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,"Adventure,Drama,Romance",7.8,7286,Classic,Long,Normal,Adventure,Drama,Romance
tt0016654,The Black Pirate,1926,88,"Action,Adventure",7.1,1789,Classic,Short,Unknown,Action,Adventure,Unknown
tt0016669,La Bohème,1926,95,"Drama,Romance",7.2,1470,Classic,Normal,Unknown,Drama,Romance,Unknown
tt0016690,Brown of Harvard,1926,85,"Action,Drama,Romance",6.2,1437,Classic,Short,Unknown,Action,Drama,Romance
tt0016847,Faust: Eine deutsche Volkssage,1926,107,"Drama,Fantasy,Horror",8.1,14395,Classic,Normal,Known,Drama,Fantasy,Horror
tt0016884,Flesh and the Devil,1926,112,"Drama,Romance",7.6,4065,Classic,Normal,Normal,Drama,Romance,Unknown
tt0016895,For Heaven's Sake,1926,58,"Action,Comedy,Romance",7.5,1547,Classic,Short,Unknown,Action,Comedy,Romance
tt0017048,Kurutta ippêji,1926,70,"Drama,Horror,Thriller",7.5,3134,Classic,Short,Normal,Drama,Horror,Thriller
tt0017075,The Lodger: A Story of the London Fog,1927,92,"Crime,Drama,Mystery",7.3,10914,Classic,Normal,Known,Crime,Drama,Mystery
tt0017128,Mat,1926,89,Drama,7.5,2630,Classic,Short,Normal,Drama,Unknown,Unknown
tt0017136,Metropolis,1927,153,"Drama,Sci-Fi",8.3,164475,Classic,Long,Known,Drama,Sci-Fi,Unknown
tt0017350,The Scarlet Letter,1926,115,Drama,7.6,1660,Classic,Normal,Unknown,Drama,Unknown,Unknown
tt0017416,The Son of the Sheik,1926,68,"Adventure,Drama,Romance",6.6,1880,Classic,Short,Unknown,Adventure,Drama,Romance
tt0017423,Sparrows,1926,109,Drama,7.3,1214,Classic,Normal,Unknown,Drama,Unknown,Unknown
tt0017448,Herr Tartüff,1925,74,Drama,7.1,2307,Classic,Short,Normal,Drama,Unknown,Unknown
tt0017449,The Temptress,1926,62,"Drama,Romance",6.9,1133,Classic,Short,Unknown,Drama,Romance,Unknown
tt0017463,3 Bad Men,1926,92,"Romance,Western",7.5,1102,Classic,Normal,Unknown,Romance,Western,Unknown
tt0017534,West Point,1927,95,"Drama,Romance,Sport",6.4,1792,Classic,Normal,Unknown,Drama,Romance,Sport
tt0017668,Berlin - Die Sinfonie der Großstadt,1927,65,Documentary,7.6,4129,Classic,Short,Normal,Documentary,Unknown,Unknown
tt0017739,The Cat and the Canary,1927,108,"Comedy,Horror,Mystery",7.1,2824,Classic,Normal,Normal,Comedy,Horror,Mystery
tt0017765,College,1927,66,"Comedy,Drama,Sport",7.0,4579,Classic,Short,Normal,Comedy,Drama,Sport
tt0017825,Downhill,1927,80,"Adventure,Drama,Thriller",6.1,2349,Classic,Short,Normal,Adventure,Drama,Thriller
tt0017843,Easy Virtue,1927,80,"Romance,Thriller",5.6,2633,Classic,Short,Normal,Romance,Thriller,Unknown
tt0017925,The General,1926,67,"Action,Adventure,Comedy",8.1,85197,Classic,Short,Known,Action,Adventure,Comedy
tt0018033,It,1927,72,"Comedy,Romance",7.3,3075,Classic,Short,Normal,Comedy,Romance,Unknown
tt0018037,The Jazz Singer,1927,88,"Drama,Music,Musical",6.5,9433,Classic,Short,Normal,Drama,Music,Musical
tt0018051,The Kid Brother,1927,82,"Comedy,Drama,Family",7.7,4046,Classic,Short,Normal,Comedy,Drama,Family
tt0018054,The King of Kings,1927,160,"Biography,Drama,History",7.3,2005,Classic,Long,Normal,Biography,Drama,History
tt0018066,Konets Sankt-Peterburga,1927,85,Drama,7.3,1610,Classic,Short,Unknown,Drama,Unknown,Unknown
tt0018097,London After Midnight,1927,69,Horror,6.7,1232,Classic,Short,Unknown,Horror,Unknown,Unknown
tt0018192,Napoléon vu par Abel Gance,1927,330,"Biography,Drama,History",8.2,7373,Classic,Long,Normal,Biography,Drama,History
tt0018217,Oktyabr,1927,142,"Drama,History",7.5,7337,Classic,Long,Normal,Drama,History,Unknown
tt0018311,The Red Mill,1927,74,"Comedy,Romance",6.7,1330,Classic,Short,Unknown,Comedy,Romance,Unknown
tt0018328,The Ring,1927,116,"Drama,Romance,Sport",6.2,3301,Classic,Normal,Normal,Drama,Romance,Sport
tt0018379,7th Heaven,1927,110,"Drama,Romance",7.7,3338,Classic,Normal,Normal,Drama,Romance,Unknown
tt0018451,The Student Prince in Old Heidelberg,1927,106,"Drama,Romance",7.6,1399,Classic,Normal,Unknown,Drama,Romance,Unknown
tt0018455,Sunrise: A Song of Two Humans,1927,94,"Drama,Romance",8.1,48479,Classic,Normal,Known,Drama,Romance,Unknown
tt0018471,Tell It to the Marines,1926,103,"Comedy,Drama,Romance",7.0,1473,Classic,Normal,Unknown,Comedy,Drama,Romance
tt0018505,Tretya meshchanskaya,1927,86,"Comedy,Drama",7.4,1093,Classic,Short,Unknown,Comedy,Drama,Unknown
tt0018526,Underworld,1927,80,"Crime,Drama,Film-Noir",7.6,2780,Classic,Short,Normal,Crime,Drama,Film-Noir
tt0018528,The Unknown,1927,63,"Drama,Horror,Romance",7.8,7500,Classic,Short,Normal,Drama,Horror,Romance
tt0018578,Wings,1927,144,"Action,Drama,Romance",7.5,12023,Classic,Long,Known,Action,Drama,Romance
tt0018618,Across to Singapore,1928,85,"Drama,Romance",6.0,1025,Classic,Short,Unknown,Drama,Romance,Unknown
tt0018684,Beggars of Life,1928,100,"Adventure,Drama",7.5,1030,Classic,Normal,Unknown,Adventure,Drama,Unknown
tt0018737,Die Büchse der Pandora,1929,109,"Crime,Drama,Romance",7.9,10162,Classic,Normal,Known,Crime,Drama,Romance
tt0018742,The Cameraman,1928,76,"Comedy,Drama,Family",8.1,11072,Classic,Short,Known,Comedy,Drama,Family
tt0018756,Champagne,1928,86,Comedy,5.6,2149,Classic,Short,Normal,Comedy,Unknown,Unknown
tt0018770,La chute de la maison Usher,1928,63,Horror,7.3,3645,Classic,Short,Normal,Horror,Unknown,Unknown
tt0018773,The Circus,1928,72,"Comedy,Romance",8.1,31435,Classic,Short,Known,Comedy,Romance,Unknown
tt0018806,The Crowd,1928,98,"Drama,Romance",8.1,7813,Classic,Normal,Normal,Drama,Romance,Unknown
tt0018839,The Docks of New York,1928,76,"Crime,Drama,Film-Noir",7.5,4153,Classic,Short,Normal,Crime,Drama,Film-Noir
tt0018876,The Farmer's Wife,1928,100,"Comedy,Drama,Romance",5.9,2617,Classic,Normal,Normal,Comedy,Drama,Romance
tt0019071,The Last Command,1928,88,"Drama,History,Romance",8.0,3571,Classic,Short,Normal,Drama,History,Romance
tt0019074,"Laugh, Clown, Laugh",1928,73,Drama,7.6,1822,Classic,Short,Unknown,Drama,Unknown,Unknown
tt0019109,Lonesome,1928,69,"Comedy,Drama,Romance",7.8,2128,Classic,Short,Normal,Comedy,Drama,Romance
tt0019130,The Man Who Laughs,1928,110,"Drama,Mystery,Romance",7.7,6348,Classic,Normal,Normal,Drama,Mystery,Romance
tt0019195,The Mysterious Lady,1928,96,"Drama,Romance",7.2,1221,Classic,Normal,Unknown,Drama,Romance,Unknown
tt0019237,Our Dancing Daughters,1928,85,Drama,6.7,1656,Classic,Short,Unknown,Drama,Unknown,Unknown
tt0019254,La passion de Jeanne d'Arc,1928,110,"Biography,Drama,History",8.1,50019,Classic,Normal,Known,Biography,Drama,History
tt0019258,The Patsy,1928,78,"Comedy,Drama,Romance",7.5,2380,Classic,Short,Normal,Comedy,Drama,Romance
tt0019286,Potomok Chingis-Khana,1928,127,"Drama,War",7.1,1964,Classic,Long,Unknown,Drama,War,Unknown
tt0019304,The Racket,1928,84,"Crime,Drama,Film-Noir",6.7,1187,Classic,Short,Unknown,Crime,Drama,Film-Noir
tt0019344,Sadie Thompson,1928,97,Drama,7.2,2601,Classic,Normal,Normal,Drama,Unknown,Unknown
tt0019379,Show People,1928,83,"Comedy,Romance",7.6,3535,Classic,Short,Normal,Comedy,Romance,Unknown
tt0019412,Speedy,1928,85,"Action,Comedy,Family",7.7,3465,Classic,Short,Normal,Action,Comedy,Family
tt0019415,Spione,1928,150,"Romance,Thriller",7.6,3276,Classic,Long,Normal,Romance,Thriller,Unknown
tt0019421,"Steamboat Bill, Jr.",1928,70,"Action,Comedy,Drama",7.9,13780,Classic,Short,Known,Action,Comedy,Drama
tt0019429,Street Angel,1928,102,Drama,7.4,2235,Classic,Normal,Normal,Drama,Unknown,Unknown
tt0019558,The Wedding March,1928,113,Drama,7.4,1616,Classic,Normal,Unknown,Drama,Unknown,Unknown
tt0019563,West of Zanzibar,1928,65,"Drama,Mystery",7.2,1681,Classic,Short,Unknown,Drama,Mystery,Unknown
tt0019585,The Wind,1928,95,"Drama,Romance,Thriller",8.1,6259,Classic,Normal,Normal,Drama,Romance,Thriller
tt0019591,A Woman of Affairs,1928,98,Drama,7.2,1420,Classic,Normal,Unknown,Drama,Unknown,Unknown
tt0019644,Applause,1929,80,"Drama,Musical",7.1,1316,Classic,Short,Unknown,Drama,Musical,Unknown
tt0019649,Arsenal,1929,93,"Drama,War",7.2,1923,Classic,Normal,Unknown,Drama,War,Unknown
tt0019655,Asphalt,1929,90,"Crime,Drama,Romance",7.4,1380,Classic,Short,Unknown,Crime,Drama,Romance
tt0019702,Blackmail,1929,85,"Crime,Thriller",7.0,10072,Classic,Short,Known,Crime,Thriller,Unknown
tt0019729,The Broadway Melody,1929,100,"Drama,Musical,Romance",5.7,6748,Classic,Normal,Normal,Drama,Musical,Romance
tt0019760,Chelovek s kino-apparatom,1929,68,"Documentary,Music",8.4,23389,Classic,Short,Known,Documentary,Music,Unknown
tt0019777,The Cocoanuts,1929,96,"Comedy,Musical",7.0,7238,Classic,Normal,Normal,Comedy,Musical,Unknown
tt0019788,Coquette,1929,76,"Drama,Romance",5.7,2068,Classic,Short,Normal,Drama,Romance,Unknown
tt0019811,Desert Nights,1929,62,"Adventure,Drama,Romance",6.6,1102,Classic,Short,Unknown,Adventure,Drama,Romance
tt0019823,Disraeli,1929,90,"Biography,Drama,History",6.2,1115,Classic,Short,Unknown,Biography,Drama,History
tt0019901,Frau im Mond,1929,156,"Adventure,Comedy,Drama",7.3,3174,Classic,Long,Normal,Adventure,Comedy,Drama
tt0019959,Hallelujah,1929,109,"Drama,Musical",6.8,1706,Classic,Normal,Unknown,Drama,Musical,Unknown
tt0019993,The Hollywood Revue of 1929,1929,130,"Comedy,Music",5.8,1879,Classic,Long,Unknown,Comedy,Music,Unknown
tt0020030,The Iron Mask,1929,95,"Adventure,Drama,History",7.0,1203,Classic,Normal,Unknown,Adventure,Drama,History
tt0020062,The Kiss,1929,62,"Drama,Romance",6.8,1039,Classic,Short,Unknown,Drama,Romance,Unknown
tt0020112,The Love Parade,1929,107,"Comedy,Musical,Romance",7.1,2078,Classic,Normal,Normal,Comedy,Musical,Romance
tt0020122,Lucky Star,1929,100,"Drama,Romance",7.8,1250,Classic,Normal,Unknown,Drama,Romance,Unknown
tt0020142,The Manxman,1929,110,"Drama,Romance",6.2,2724,Classic,Normal,Normal,Drama,Romance,Unknown
tt0020143,Marianne,1929,111,"Drama,Musical,Romance",6.2,1139,Classic,Normal,Unknown,Drama,Musical,Romance
tt0020163,Menschen am Sonntag,1930,73,"Comedy,Drama,Romance",7.4,2916,Classic,Short,Normal,Comedy,Drama,Romance
tt0020269,Piccadilly,1929,92,"Crime,Drama",7.1,1455,Classic,Normal,Unknown,Crime,Drama,Unknown
tt0020298,Queen Kelly,1932,101,Drama,7.1,3141,Classic,Normal,Normal,Drama,Unknown,Unknown
tt0020442,Spite Marriage,1929,76,Comedy,7.0,1992,Classic,Short,Unknown,Comedy,Unknown,Unknown
tt0020451,Staroye i novoye,1929,121,Drama,7.3,1412,Classic,Long,Unknown,Drama,Unknown,Unknown
tt0020475,Tagebuch einer Verlorenen,1929,104,Drama,7.9,4244,Classic,Normal,Normal,Drama,Unknown,Unknown
